linkedin_url,headline,City,State,Country,Job_Title,Employer,Grad_Year,Degree,Degree_Program,Degree_Major,Index,field_of_study,education_start_year,education_end_year,current_job_title,current_job_description,current_company_name,current_company_url,current_job_industry,current_job_country,current_job_location,current_job_start_date,previous_job_title,previous_job_description,previous_company_name,total_experience_years,Skills,total_experience_count
external_validation_index_262,Assurance Senior Associate at PwC,Bethesda,Maryland,United States,Assurance Senior Associate at PwC,PwC,2020,Master of Science,Analytics (MS),Analytics,262,"Master of Science - MS, Data Analytics",2019,2020,Assurance Senior Associate at PwC,NA,PwC,https://www.pwc.com/gx/en,Professional Services,United States,NA,2020-10-01T00:00:00Z,IT Systems & Tax Accountant Associate,NA,Lockheed Martin,17.7,"Team Leadership, Communication, Customer Service, Management, Problem Solving, Microsoft Applications",8
external_validation_index_263,Unknown,Mc Lean,Virginia,United States,Unknown,Unknown,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_264,Senior Tax Associate,Addis Ababa,Unknown,Ethiopia,Unknown,Unknown,2020,Master of Science,Accounting (MS),Accounting,264,"Master's in Accounting & Taxation, Kogod School of Business",2019,2020,Senior Tax Associate,NA,EY,http://www.ey.com,Professional Services,United States,"McLean, Virginia, United States",2023-08-01T00:00:00Z,Tax Associate,NA,EY,10.6,,9
external_validation_index_265,"Senior Manager, Pricing",Unknown,Unknown,Unknown,Pricing Manager,BlueHalo,2020,Master of Science,Finance (MS),Finance,265,"Master of Science - MS, Finance",2019,2020,"Senior Manager, Pricing",NA,AV,www.avinc.com,Defense and Space Manufacturing,United States,NA,2025-09-01T00:00:00Z,Pricing Manager,NA,AV,9.9,"Leadership, Teamwork, Microsoft Excel, Financial Analysis, Analytical Skills",8
external_validation_index_266,Project Manager,New York,New York,United States,Senior Federal Salesforce Consultant,IBM,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,266,Marketing,2016,2020,Project Manager,NA,IBM,http://www.ibm.com,IT Services and IT Consulting,United States,"New York, New York, United States",2025-10-01T00:00:00Z,Senior Federal Salesforce Consultant,NA,IBM,11.8,"Salesforce.com Administration, Salesforce.com Consulting, Salesforce Einstein Analytics, Tableau CRM, Tableau crm, Salesforce Service Cloud, Microsoft Office, Customer Service, Management, Microsoft Excel, Leadership, Microsoft Word, Microsoft PowerPoint, Public Speaking, Research, Project Management",10
external_validation_index_267,Risk and Governance Sr - Investments & Capital Mkts,Montclair,New Jersey,United States,Risk and Governance Sr - Investments & Capital Mkts,Freddie Mac,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_268,Marketing Manager Ii,Unknown,Unknown,Unknown,Marketing Manager Ii,2U Inc,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_269,Sr. GenAI Enablement & Transformation Lead,Bowie,Maryland,United States,Senior Training And Recruiting Manager,United States Marine Corps,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,269,Master of Business Administration - MBA,2017,2019,Sr. GenAI Enablement & Transformation Lead,"Program Leadership & Scale
Drove 80% AI adoption YTD (up from 53% EOY 2025) by designing and executing a 19-session Q1 GenAI Roadshow across 6 cities, training 425+ employees with exceptional engagement (4.8 CSAT/87 NPS in-person; 4.6 CSAT/75 NPS virtual)

Delivered measurable productivity gains for CPS Sales teams, achieving 30-60 minutes per day in time savings through strategic enablement on Outlook/Slack integration and automation features

Training Innovation & Optimization
Rapidly optimized training delivery by expanding virtual sessions from 1 to 3 formats based on field feedback, reducing group sizes to enable deeper hands-on engagement and improved learning outcomes

Scaled AI enablement beyond core audience, attracting cross-functional participation from Finance, 3PC, and Services teams, plus international partners—demonstrating program value and expansion potential

Strategic Partnerships & Roadmap
Identified and escalated critical adoption barriers to leadership, advocating for data access solutions that enable sales teams to analyze data within core tools

Building international AI enablement partnerships with EU and JP teams to share roadshow insights, exchange best practices, and explore opportunities for global program adaptation

Content Development & Demand Generation
Created advanced training curriculum responding to field demand for deep-dive sessions on 'Flows' and 'Research' features, demonstrating ability to translate hands-on exposure into high-value workflow training

Integrated GenAI enablement into existing programs by layering topic-specific AI approaches into monthly training sessions, ensuring sustained engagement and skill development",Amazon Business,https://www.amazonbusiness.com/linkedin,Retail,United States,NA,2025-09-01T00:00:00Z,"Sr. Sales Enablement Lead and Sales Trainer | Commercial, Public, and Strategic Sectors","Led enterprise-wide Generative AI adoption across 800+ Account Executives, Managers, and Sales Leaders, cutting administrative time by 40% and improving pipeline accuracy to 70%. Built a Manager/Leader focused program to drive cultural change and foster an AI-first mindset.

Designed and facilitated an Executive Conversations Workshop, enhancing C-suite engagement and helping AEs close business value gaps; post-training, AEs secured managed spend deals averaging $1.1M through stronger executive alignment.

Revamped the strategy and implementation of the Amazon Business University program, aligning content with strategic priorities; sessions averaged 110+ participants with a 41% engagement rate.
Revamped Amazon Business University webinar sessions to align with strategic priorities, achieving an average of 110+ attendees per session with a 41% engagement rate.

Scaled peer learning and AI driven workflows to improve prospecting efficiency, lead targeting, and overall seller productivity.",Amazon Business,26.7,"Leadership Development Coaching, Learning & Development Strategy, Executive Coaching & Advising, Change Management, Learning and Development Strategy, Cross-Functional Collaboration, Program and Project Management, Employee Performance Enhancement, Needs Assessment and Gap Analysis, Strategic Partnerships, Communication, Business Development, Analytical Skills, Strategy, Project Management, Interpersonal Skills, Employee Training, Organizational Leadership, Human Resources (HR), Analytics",12
external_validation_index_270,Associate Director of Policy,Floral Park,New York,United States,Policy Associate,Ronald Reagan Presidential Library Foundation and Institute,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,270,"Bachelor’s Degrees, International Relations and Business Administration",2016,2020,Associate Director of Policy,Center for Peace Through Strength and Center for Freedom & Democracy,Ronald Reagan Presidential Foundation & Institute,http://www.reaganfoundation.org,Non-profit Organizations,United States,"Washington, DC",2025-04-01T00:00:00Z,Policy Associate,NA,Ronald Reagan Presidential Foundation & Institute,11.6,"Leadership, Interpersonal Skills, Writing, Research, Project Management, International Relations, Event Planning, Social Media, Data Entry, Administrative Assistance, Politics, Graphic Design, Political Campaigns, Foreign Policy, Public Policy, Microsoft Word, Microsoft PowerPoint, WordPress, Adobe Illustrator, HTML",12
external_validation_index_271,Investment Banking Associate,Unknown,Unknown,Unknown,Associate Director,UBS,2020,Bachelor of Science,Finance (BS),Finance,271,"Bachelor of Science - BS, Finance with Accounting Minor",2016,2020,Investment Banking Associate,NA,UBS,http://www.ubs.com/about,Financial Services,United States,"New York, United States",2025-08-01T00:00:00Z,Investment Banking Analyst,NA,UBS,8.8,"Microsoft Excel, Financial Analysis, Day Trading, Financial Accounting, Investments, Microsoft Office, Microsoft Word, Microsoft PowerPoint, Leadership, Communication, Stock Market Analysis, Finance, Bloomberg, Stock Valuation, Bloomberg Terminal, Market Analysis, Option Pricing Models, Option Valuation, Credit Analysis, Credit Risk",9
external_validation_index_272,Associate Director,Unknown,Unknown,Unknown,Associate Director,UBS,2020,Bachelor of Science,Finance (BS),Finance,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_273,"Co-Founder & Managing Director AlMasar AlBaher Real Estate Brokerage – Dubai, UAE",Gaithersburg,Maryland,United States,Student Ambassador,Shaukat Khanum Memorial Cancer Hospital And Research Centre,2019,Master of Science,Finance (MS),Finance,273,"Master of Science - MS, Finance",0,0,"Co-Founder & Managing Director AlMasar AlBaher Real Estate Brokerage – Dubai, UAE","Co-Founder & Managing Director
Responsible for the strategic growth, performance, and commercial success of AlMasar AlBaher Real Estate Brokerage. I oversee investor advisory, key developer partnerships, and high-value acquisitions across Dubai’s premium real estate sectors.",AlMasar AlBaher Real Estate L.L.C,www.almasaralbaher.com,Real Estate,United Arab Emirates,"Dubai, United Arab Emirates",2025-11-01T00:00:00Z,"Direct International Sales, Developer","I am dedicated to directly selling development properties to clients without any middleman, ensuring a seamless and personalized experience. Help determine their needs and help them pick property exactly as per their current and future investments. I travel globally to conduct roadshows Including the United Kingdom and the United States of America, showcasing the finest properties in Dubai, and work closely with the Development Team to deliver top-notch residential and commercial properties. 
Lead a diversified team with sales agents from UK, Russia, India, Middle East, and locals.",AQUA Developments,17.3,"Sales, Customer Satisfaction, Real Estate Management, Business Relationship Management, Business Operations, Marketing Campaign Management, Management Consulting, Strategic Thinking, Environmental Consulting, Sustainability Consulting, Environmental Performance, Urban Planning, Real Estate Development Projects, Financial Forecasting, Market Analysis, Business Engagement, Business Administration, Marketing Campaigns, Strategic Partnerships, Media Relations",8
external_validation_index_274,Purchase Specialist,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Master of Science,Analytics (MS),Analytics,274,"Master's degree, Data Analytics",2018,2019,Purchase Specialist,"Submit POs to vendors (domestic & international from Southeast Asia) based on demands, material andproduction schedules.
Took care over 350 items generating over 17.2M of yearly sales.
Follow up with suppliers to ensure timely order fulfillment, track order statuses, and resolve any delays.
Use SAP, Microsoft, Tableau to analyze data, identify trends, and make data-driven decisions.
Forecast for the consumer demands based on the historical data for the essential products to optimize raw
material planning, and turnover to minimize wastes.
Collaborate with logistics and inventory teams to streamline material handling and reduce operational delays.
Communicate closely with sales managers, marketing, and suppliers to align demand forecasts with the
company's objectives and promotions.
Continuously monitor inventory rotation among locations (MD, SC, and IL warehouses) for market’s need to
enhance cost efficiency.
Conduct research to understand customer preferences, competitors, and industry trends to identify
opportunities for new products to generate new revenue of 5M.
Develop strategies for launching, including pricing, positioning, and marketing plans
Request and analyze quotes, quality, source and compare suppliers, negotiate price & terms, and order
products to ensure efficient stock supply in a timely manner.
Assess the technical, financial, and operational feasibility of new product ideas, including cost analysis,
manufacturing capabilities, and market potential.
Establish & maintain strong relationships with suppliers to ensure timely and cost-effective delivery of
products.",Eastland Food Corporation,http://www.eastlandfood.com,Food and Beverage Services,United States,"Columbia, Maryland, United States",2020-07-01T00:00:00Z,Administrative Analyst,NA,Gf Restaurant Group Inc.,13.9,"Communication, R, Microsoft Excel, Tableau, Research, Microsoft Word, Microsoft PowerPoint, SQL, RapidMiner, Python (Programming Language), Teamwork, Data Analysis, Statistics, Big Data, Data Analytics, Data Science, Data Mining, Data Visualization, Selenium, Quandl",4
external_validation_index_275,Unknown,Centreville,Virginia,United States,Unknown,Unknown,2020,Master of Science,Taxation (MS),Taxation,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_276,Business Analyst,Unknown,Unknown,Unknown,Research Assistant,American University,2020,BS in Business Administration,Business Administration: Info Systems/Technology (BSBA),Business Administration,276,"Master's degree, Business Analytics",2020,2023,Business Analyst,NA,Brightly,https://www.brightlysoftware.com/,Software Development,United States,United States,2022-08-01T00:00:00Z,Private Equity Analyst,"Conducted on fixed income portfolios, specifically related to structured financing and
alternative investments such as the US and Europe CLO.
Managed, created, and provide documents for the investors.","Amberstone Co., Ltd.",6.7,"Project Management, Tableu, R(programming language), Korean, Structured Finance, Alternative investment, Marketing, Advertising, Consulting, Event Planning, Business Strategy, Data analysis, 리서치, R, powerpoint, Microsoft Excel, Microsoft access, Lotus Notes, Microsoft Access, Microsoft Word",6
external_validation_index_277,Corporate Partner Head of Colorado and Commercial Transactions,Denver,Colorado,United States,Coporate Counsel,Franklin Energy,2020,Master of Business Admin,Business Administration (MBA),Business Administration,277,Doctor of Law - JD,2016,2020,Corporate Partner Head of Colorado and Commercial Transactions,NA,Yohanan Law,https://www.yohananlaw.com,Law Practice,United States,NA,2024-11-01T00:00:00Z,Coporate Counsel,"Reviewing, drafting and negotiating a wide range of commercial contracts ranging a few thousand to millions of dollars, (including, but not limited to MSAs, other types of services agreements, IT, vendor management, supplier agreements, subcontract and teaming agreements, and non-disclosure agreements.
Providing timely and comprehensive legal support to business with review of the RFPs requirements and contract terms and conditions.
Developing, maintaining, and improving contract templates and standard forms.
Collaborating with business on developing effective risk-mitigation strategies.
Researching and keeping business informed of all applicable regulatory requirement pertinent to company’s operations (trade license requirements, data privacy, marketing laws); conduct related research and provide practical legal guidance to ensure compliance.
Working with other team members to develop and improve efficiency of legal processes, including evaluation and implementation of legal solutions and workflows.
Assisting with developing legal, compliance, and risk management policies, procedures, and processes.
Provide training to business teams on legal issues that impact the company’s operations.",Franklin Energy,12.7,"Contract Drafting, Risk Management, Legal Compliance, Negotiation, Tenacious Work Ethic, Interpersonal Communication, Public Speaking, Problem Solving, Microsoft Office, Customer Service, Microsoft Word, PowerPoint, Teamwork, Communication, Kepner-Tregoe",14
external_validation_index_278,IT CRM Product Manager,Port Jefferson Station,New York,United States,Associate It Product Manager,American University,2020,BS in Business Administration,Business Administration: Info Systems/Technology (BSBA),Business Administration,278,"Master's degree, Analytics",2020,2021,IT CRM Product Manager,NA,American University,http://american.edu,Higher Education,United States,"Washington, District of Columbia, United States",2024-07-01T00:00:00Z,Associate IT Product Manager,NA,American University,8.6,"MURAL Digital Workspace, Dance, Teaching, Microsoft Office, Public Speaking, Microsoft PowerPoint, Microsoft Word, Research, Customer Service, Microsoft Excel, Leadership, Social Media, Business Analysis, Data Analysis, RStudio, Analytical Skills, Microsoft SQL Server, Tableau, Business Statistics, Product Management",9
external_validation_index_279,Project manager and Urban Planner,Seoul,Unknown,United States,Project manager and Urban Planner,Korea Land and Housing Corporation,2020,Master of Science,Real Estate (MS),Real Estate,279,"Master's degree, real estate",2018,2020,Project manager and Urban Planner,NA,Korea Land and Housing Corporation,http://www.LH.or.kr,Government Relations,United States,South Korea,2006-03-01T00:00:00Z,Co-Founder,The trust was founded to build and sell or lease the commercial buildings. I worked as the general supervisor and specifically controlled the floor plan and licenses.,Trust,20.1,"Project management, Urban planning, Civil engineer, 관리, CAD, construction management, MS office, MS powerpoint, ARGUS Modeling(certified), Bloomberg Terminal, Argus Modeling",2
external_validation_index_280,Project manager and Urban Planner,Seoul,Unknown,United States,Project manager and Urban Planner,Korea Land and Housing Corporation,2020,Master of Science,Real Estate (MS),Real Estate,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_281,Settlement Processor,Washington,District of Columbia,United States,Settlement Processor,Lp Title,2020,BS in Business Administration,Business Administration: Management (BSBA),Business Administration,281,Doctor of Law - JD,2023,2027,Settlement Processor,NA,LP Title LLC,NA,NA,United States,"Washington, District of Columbia, United States",2019-09-01T00:00:00Z,Front Desk Receptionist,NA,The Showboat Hotel - Atlantic City,11.8,"Receptionist Duties, Customer Service, Management, Leadership, Research, Microsoft Office, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Public Speaking, Project Management",5
external_validation_index_282,Business Intelligence Analyst,Silver Spring,Maryland,United States,Business Intelligence Analyst,CGI,2020,Master of Science,Analytics (MS),Analytics,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_283,Senior Accountant,Turnersville,New Jersey,United States,Staff Accountant,Figs,2020,Bachelor of Science,Accounting (BS),Accounting,283,"Master of Business Taxation, Data and Analytics",2020,2021,Senior Accountant,NA,rhode skin,http://www.rhodeskin.com,Retail,United States,"Beverly Hills, CA",2026-04-01T00:00:00Z,Senior Accountant,NA,FIGS,10.1,"Data Preparation, Financial Analysis, Auditing, Account Reconciliation, Tableau, Alteryx, NetSuite, Presentation Skills, Financial Audits, Corporate Tax, Business Analysis, Data Analysis, Presentations, Interpersonal Skills, Sales, Team Leadership, Customer Satisfaction, Customer Experience, Customer Engagement, Budgeting & Forecasting",10
external_validation_index_284,Development Department Manager,Unknown,Unknown,Unknown,Development Department Manager,Asg Construction,2019,Master of Science,Real Estate (MS),Real Estate,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_285,Senior Tax Accountant,Alexandria,Virginia,United States,Tax Accountant 2,Kiewit,2020,Bachelor of Science,Accounting (BS),Accounting,285,Doctor of Law - JD,2025,2028,Senior Tax Accountant,NA,Kiewit,http://kiewit.com,Construction,United States,"Omaha, Nebraska, United States",2025-03-01T00:00:00Z,Tax Accountant 2,NA,Kiewit,8.7,Microsoft Excel,6
external_validation_index_286,Commercial Account Executive,Rego Park,New York,United States,Account Executive,Go To,2020,BS in Business Administration,Business Administration: Marketing (BSBA),Business Administration,286,"Bachelor’s Degree, Business Administration",2016,2020,Commercial Account Executive,NA,impact.com,https://impact.com/,Software Development,United States,New York City Metropolitan Area,2026-04-01T00:00:00Z,Senior Account Executive,"- Attained over 55% Closed Win Rate via Inbound passes
- Managed and Led a Team of 4 Outbound BDRs to have each help hit over 100% quota
- Highest ARR revenue out of 16 AE at 83K for the month of June. Surpassed 100% quota for Q2 and for Q3 2024.
- Ended 2024 Year over 100% YTD Attainment-Ranked in Top 5 out of 20 SMB AE in Performance.",GoTo,12.3,"Business Intelligence Tools, Data Sales, Sales Prospecting, Lead Qualification, SMB, Sales Negotiation, Team Development, Sales Processes, HubSpot, Written Communication, Team Leadership, Microsoft Excel, Contract Negotiation, Cold Calling, Public Speaking, Editing, Research, Writing, English, Teamwork",15
external_validation_index_287,AI & Process Improvement Architect,Sarasota,Florida,United States,Unknown,Unknown,2020,Master of Science,Analytics (MS) [Online],Analytics,287,"Master of Science - MS, Data Analytics with a specialization in Cybersecurity.",0,0,AI & Process Improvement Architect,"Working as an independent Business Process Improvement Consultant on various engagements to include:

Efficiency analysis and roadmap planning for a company expected to triple its revenue over the next year. Process automation development for business data ingestion, processing and information presentation via ETL processes and dashboards. 

• Strategic AI Integration: Developed custom AI prompt frameworks for automated data ingestion and information synthesis, reducing manual processing time for clients.
• Efficiency Architect: Engineered a 3-year scalability roadmap for a high-growth firm, utilizing vibe coding (Base44) and AI-assisted development to triple operational capacity.
• Custom App Ecosystems: Built and deployed integrated apps using Firebase, Android Studio, and Google Apps Script to automate multi-channel business data streams.

• Google WORKSPACE and MDM implementation.","Alex's Sliding Glass Door Repair, LLC",NA,NA,United States,"Sarasota, Florida, United States",2024-03-01T00:00:00Z,Program Manager,"● Managed the smooth implementation of over 15 Data Center buildouts.
● Managed a company-wide implementation of NetSuite ERP
● Managed the first SOC I, SOC II and SOX audits for the organization
● Managed the development and implementation of FortisPay into the Rumble ecosystem.
● Managed the development and integration of Odoo Sales, Marketing and a custom Cloud Self Service Portal.
● Personally implemented virtual servers and Data Center Infrastructure Management software
● Assisted in Data Analytics Development for the company
● Managed Engineering and Infrastructure projects using both Waterfall and Agile methodologies.
● Integrated Jira and Confluence agile work methodology of engineering into a seamless reporting process for project management and executive views without disrupting engineering workflow or requiring them to utilize other software.
● Business Process Improvement using BPMN and LucidChart",Rumble,43.5,"Artificial Intelligence (AI), Base44, Vibe Coding, Firebase, L-188, Defense Acquisition Workforce Improvement Act (DAWIA), Technical Direction, Key Performance Indicators, Enterprise Project Management (EPM), Technology Consulting, Project Documentation, Microsoft 365, Executive Visibility, Operations, Business, Information Technology, NetSuite, Data Analytics, Service Delivery, Data Strategies",16
external_validation_index_288,Business Analyst,New Delhi,Unknown,India,Business Analyst,Avant Systems Inc,2020,Master of Science,Accounting (MS),Accounting,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_289,"Director, Operations and Member Services",Allison Park,Pennsylvania,United States,Associate Director Of Operations,America's Poison Centers,2020,BS in Business Administration,Business Administration: Management (BSBA),Business Administration,289,"Bachelor of Science - BS, Business Administration and Management, General",2016,2020,"Director, Operations and Member Services",NA,America's Poison Centers,poisonhelp.org,"Health, Wellness & Fitness",United States,NA,2025-07-01T00:00:00Z,Associate Director Of Operations,NA,America's Poison Centers,11.5,"Customer Relationship Management (CRM), Marketing, Member Relations, Website Administration, Content Management, Newsletters, Communication, Microsoft Office, Data Analysis, Microsoft Excel, Writing",7
external_validation_index_290,Unknown,Montclair,New Jersey,United States,Unknown,Unknown,2020,Master of Science,Real Estate (MS),Real Estate,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_291,Unknown,Montclair,New Jersey,United States,Unknown,Unknown,2020,Master of Science,Real Estate (MS),Real Estate,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_292,Unknown,Bethesda,Maryland,United States,Unknown,Unknown,2020,BS in Business Administration,Business Administration: Marketing: Self-Designed (BSBA),Business Administration,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_293,Unknown,Bethesda,Maryland,United States,Unknown,Unknown,2020,BS in Business Administration,Business Administration: Marketing: Self-Designed (BSBA),Marketing,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_294,Junior Analyst,Auckland,Unknown,New Zealand,Assistant Director Of Development,Hylton Performing Arts Center,2020,BS in Business Administration,Business Administration & Dance (BSBA),Dance,294,"Bachelor of Arts - BA, Business and Economics",0,0,Junior Analyst,NA,Cojourn Companies,http://cojourn.com,Investment Management,United States,NA,2024-09-01T00:00:00Z,Analyst Intern,NA,Cojourn Companies,1.8,"Sales Operations, Billing Systems, Management, Hospitality Industry, Hospitality, Customer Experience, Leadership, Track and Field, Team Leadership, Team Building, Fitness, Running, Adobe Photoshop, Adobe Lightroom, Photography, Digital Photography, Portrait Photography, Event Photography, Photo Shoots, Photojournalism",2
external_validation_index_295,Tax Logic & QA Lead | Accounting Strategist,Palo Alto,California,United States,Director Of Brand Partnerships,Playlayer,2020,BS in Business Administration,Business Administration: Entrepreneurship (BSBA),Business Administration,295,"Bachelor of Science - BS, Business Administration with a focus in Entrepreneurship",0,0,Tax Logic & QA Lead | Accounting Strategist,"Juno is an AI-powered tax platform that automates document extraction, validation, and integration across professional tax software to improve accuracy and efficiency for accountants and CPAs.

- Lead tax-technical QA and accounting strategy for an AI-powered tax platform supporting multiple professional tax software systems (ProConnect, Lacerte, UltraTax, Drake, CCH Axcess)
- Design and execute large-scale sanitized client testing, including joint returns, multi-state scenarios, and tax-logic-correct maximum document sets
- Validate IRS form extraction, box-level mapping, and downstream tax software integrations to ensure compliance and accuracy across platforms
- Own end-to-end QA workflows spanning Preparer → Export → Reviewer → Advisor systems
- Translate complex tax logic failures into actionable dev tickets, sprint plans, and phased QA rollouts by form type
- Build and formalize the QA function, including audit flowcharts, reporting standards, and hiring plans for CPA QA staff
- Partner closely with engineering, product, and leadership to reduce production risk and improve tax accuracy ahead of filing deadlines",Juno,https://juno.tax/,Software Development,United States,NA,2025-08-01T00:00:00Z,Strategic Finance & Governance Consultant (Tech Startups – Crypto/Web3 & AI),"- Advise founders and early-stage technology startups on financial structuring, governance frameworks, treasury management, and operational scaling, with a focus on crypto/Web3 and AI-driven business models
- Support the design and implementation of capital allocation strategies, contributor compensation models, and financial controls across both traditional and decentralized organizations
- Partner with external stakeholders, including agencies and legal counterparts, to structure and negotiate complex commercial, partnership, and revenue agreements
- Translate complex financial, governance, and systems concepts into practical, scalable operating models aligned with evolving regulatory and market environments",Rebecca Lamis Consulting,7.9,"Tax Accounting, Accounting & Tax Strategy, AI-Driven Financial Systems, Financial Systems, Accounting Software, Quality Assurance, Treasury Management, Governance, Risk Management, and Compliance (GRC), Start-up Consulting, Process Design, Data Validation, Cross-functional Team Leadership, Crypto, Digital Asset Management, Artificial Intelligence (AI), Tax Compliance, Tax Reporting, Governance Frameworks",8
external_validation_index_296,Financial Markets and Real Estate Senior Associate,Washington,District of Columbia,United States,Financial Markets And Real Estate Senior Associate,PwC,2020,Master of Science,Accounting (MS),Accounting,296,"Master of Science - MS, Accounting",2019,2020,Financial Markets and Real Estate Senior Associate,NA,PwC,https://www.pwc.com/gx/en,Professional Services,United States,"Washington, District of Columbia, United States",2022-07-01T00:00:00Z,Financial Markets Associate,NA,PwC,7.3,"Public Speaking, Leadership, Excel, Accounting, Project Management, Microsoft PowerPoint, Customer Service, Problem Solving, Teamwork, Team Leadership, Spanish",3
external_validation_index_297,Manager,Washington,District of Columbia,United States,Senior - Financial Accounting Advisory Services (Faas) - Cfo Advisor,EY,2020,Master of Science,Accounting (MS),Accounting,297,"Master of Science - MS, Accounting",2019,2020,Manager,NA,EY,http://www.ey.com,Professional Services,United States,NA,2025-08-01T00:00:00Z,Senior - Financial Accounting Advisory Services (FAAS) - CFO Advisor,NA,EY,9.8,"Accounting, Public Speaking, Economics, Microsoft Office, Microsoft Excel, Leadership, Teamwork, Microsoft PowerPoint, Microsoft Word, Social Media, Team Leadership, Time Management, Business Analytics, Pivot Tables, Office 365, Spreadsheets",11
external_validation_index_298,Client Associate,Washington,District of Columbia,United States,Client Associate,Merrill Lynch,2019,Bachelor of Science,Accounting (BS),Accounting,298,"Student, Business Administration and Management, General",2016,2020,Client Associate,NA,Merrill Lynch,http://www.ml.com,Financial Services,United States,"Washington, District of Columbia, United States",2022-10-01T00:00:00Z,Student Athlete,"• Received athletic scholarship to play collegiate volleyball 
• Devote 30+ hours a week practicing and competing while balancing academics
• Motivate teammates to work through difficult situations in tough games and persevere by working hard with each other
• Mentor younger players on the team to help transition them into college",American University - Kogod School of Business,9.8,"Retirement Planning, Client Relations, Financial Planning, Financial Advisory, Customer Service, Time Management, Nonprofit Organizations, Organizational Development, Leadership, Marketing, Social Media Marketing, Sports, Sports Management, Volleyball, Coaching, Microsoft PowerPoint, Microsoft Excel, Social Media, Accounting, Microsoft Office",7
external_validation_index_299,"Senior Marketing Associate, Communities, Energy & Infrastructure",Huntington,New York,United States,"Senior Marketing Associate, Defense & Intelligence",Guidehouse,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,299,"Bachelor of Science (B.S.), Business Administration, Specialization in Marketing and Strategy",2016,2020,"Senior Marketing Associate, Communities, Energy & Infrastructure",NA,Guidehouse,https://www.guidehouse.com,Business Consulting and Services,United States,NA,2026-01-01T00:00:00Z,"Senior Marketing Associate, Defense & Intelligence",NA,Guidehouse,9.8,"Client Relations, Social Media Advertising, Digital Advertising, Content Strategy, KPI Reporting, Creative Brainstorm, User Guide Creation, Business Development, Podcasting, Training Program Development, Brand Management, Content Development, Research Skills, Brand Strategy, Copywriting, Digital Marketing, Content Management Systems (CMS), Growth, Reporting, Client Services",12
external_validation_index_300,"Data Analyst, Office of Institutional Research and Effectiveness",Washington,District of Columbia,United States,"Data Analyst, Office Of Institutional Research And Effectiveness","University of Colorado, Denver",2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,300,"Master of Science - MS, Information Systems",0,0,"Data Analyst, Office of Institutional Research and Effectiveness",NA,University of Colorado Denver,http://ucdenver.edu,Higher Education,United States,"Denver, Colorado, United States",2023-05-01T00:00:00Z,"Pathways Coordinator, Development & Analysis, Transfer Student Initiatives",NA,University of Colorado Denver,11.7,"MATLAB, Pandas (Software), Python (Programming Language), LogRhythm, JMP, Microsoft Power BI, Tableau, SQL, Microsoft SQL Server, Public Speaking, Research, Nonprofit Organizations, Social Media, Microsoft Office",13
